ID,Curso,Descricao,Competencias provaveis
465,Conceitos de Fiscalização Aduaneira,"Para gerenciar o risco aduaneiro de uma importação, você deve aplicar corretamente os conceitos e procedimentos que envolvem a importação direta e indireta. Neste curso, você conhecerá estes procedimentos e os requisitos do despacho e do desembaraço aduaneiro, além de identificar os aspectos da análise jurisdicional administrativa e judicial da interposição fraudulenta e da retenção de carga e a exigência de garantia para sua liberação no curso do despacho aduaneiro.",['gestão de processos']
867,Aspectos técnicos dos extremos geo-hidrológicos no país e as diferenças regionais,"Neste curso, você conhecerá os processos de formação dos eventos geo-hidrológicos, os conceitos, métodos e ferramentas utilizados na sua previsão, e os seus impactos nas diferentes regiões do Brasil, para melhor interpretar os boletins, alertas, relatórios e demais produtos fornecidos pelos órgãos competentes.",[]
107,Planejamento Estratégico para Organizações Públicas,"Você sabe como uma organização publica funciona? Para ajudar no entendimento desse tema este curso busca apresentar os processos de planejamento estratégico aplicados a essas organizações, demonstrando, desde como analisar o contexto externo e interno da organização, até como alcançar as metas da mesma, tendo como referência as práticas e as ferramentas orientadas para a Administração Pública Federal.","['gestão de projetos', 'gestão de processos', 'gestão pública', 'administração pública', 'auditoria governamental', 'políticas públicas', 'organização pessoal', 'gestão de serviços públicos']"
462,Atendimento Pré-hospitalar em Acidentes com Armas de Fogo Aplicado à Receita Federal,"Este curso apresenta os principais conceitos sobre o atendimento pré-hospitalar nos acidentes com armas de fogo ocorridos em ações realizadas por agentes da Receita Federal. O conteúdo perpassará pelas noções gerais desse tipo de atendimento, pela fundamentação jurídica sobre o assunto, pelas noções de anatomia humana, pelos tipos de balísticas e tipos proteção balística, além das principais informações sobre os protocolos MARC1 e de evacuação.",[]
866,Metodologia de Concepção do Alerta: da teoria à prática,"O curso foi desenvolvido com intuito de aprofundar os principais conceitos relacionados ao risco de desastres e compreender como eles se expressam nos alertas enviados pelo Cemaden e, assim, aplicá-los em sua rotina de trabalho no que diz respeito a ações de proteção e defesa civil.",['gestão de riscos']
460,O arrolamento de bens para a proteção do crédito tributário no âmbito da Receita Federal,"Neste curso você conhecerá os procedimentos administrativos de arrolamento de bens, a partir do estudo sobre a sua origem e evolução como instrumento acautelatório até a análise de casos concretos e da sua interpretação nos tribunais, o que lhe trará maior segurança na identificação e aplicabilidade dos procedimentos na sua rotina de trabalho, no âmbito tributário.","['gestão de processos', 'análise de dados', 'direito administrativo', 'metodologias ativas']"
865,Sistemas de monitoramento e alerta como suporte à gestão local de riscos e desastres,"Neste curso você irá conhecer os fundamentos, as potencialidades e os produtos de um Sistema de Monitoramento e Alerta e sua importância para o planejamento de ações preventivas de proteção e defesa civil. Além disso, compreenderá como utilizar os instrumentos de gestão de riscos de desastres na escala local como ferramenta de auxílio no processo de tomada de decisão.",['gestão de riscos']
868,"Plano Diretor de Logística Sustentável: metodologia de construção, implementação e monitoramento","Neste curso você irá conhecer o processo de elaboração, implementação e monitoramento do Plano Diretor de Logística Sustentável, e compreenderá como se dá o estabelecimento dos padrões de desempenho e a aplicação dos indicadores ali previstos, de acordo com a legislação vigente e os normativos de sustentabilidade adotados pelo Tribunal de Contas da União. Atualizado conforme NLCC (lei 14.133).","['gestão de projetos', 'gestão de processos', 'desenvolvimento sustentável', 'governança ambiental']"
464,Contencioso Aduaneiro e Tributário no âmbito da Receita Federal,"Neste curso, você conhecerá os princípios norteadores do processo administrativo aduaneiro-tributário e compreenderá suas etapas, procedimentos e instâncias de julgamento previstos na legislação específica, bem como as características e efeitos das tutelas de urgência e medidas liminares nas ações relativas aos temas aduaneiros e tributários, além das questões próprias das ações de execução fiscal.","['gestão de processos', 'direito administrativo']"
869,Elaboração de Plano de Contingência para Risco de Desastres de Movimento de Massa - Curso 2,"Neste curso, você compreenderá o que são desastres de movimento de massa, quais são os conceitos e aspectos legislativos relacionados ao Plano de Contingência (Plancon) aplicado a esses tipos de desastres. Conhecerá também a primeira etapa da elaboração, a operacionalização e revisão do referido plano voltado aos desastres de movimento de massa. O curso faz parte da Capacitação para Elaboração do Plano de Contingência (Plancon). Faça sua inscrição para saber mais.",[]
870,Conhecendo o PROARTE,Este curso abordará as bases do Programa de Manutenção e Reabilitação de Estruturas (PROARTE) e os critérios de priorização utilizados para a seleção das estruturas que passarão por intervenções por meio do programa. O PROARTE consiste em um conjunto de atividades para a realização da manutenção e reabilitação das estruturas sob administração do Departamento Nacional de Infraestrutura de Transportes (DNIT). Quer saber mais? Inscreva-se!,[]
864,Proteção e Defesa Civil: Gestão de Desastre - Curso 4,"Neste curso, você compreenderá como ocorre a gestão de desastres, quais são os principais conceitos e fases aplicadas. Além disso, você também saberá quais são as medidas iniciais, as ações práticas de respostas, os órgãos envolvidos e as ações de recuperação social e de reconstrução, entendendo também quando decretar uma situação de anormalidade e solicitar recursos de suporte. Inscreva-se.",[]
478,"Reorganização Societária, blindagem patrimonial e responsabilidade para a Receita Federal","Você sabia que reorganização societária pode viabilizar uma economia de tributos e, também, a própria blindagem patrimonial? Neste curso, você irá conhecer as diferentes modalidades de reorganização societária e planejamento patrimonial e compreenderá como a blindagem patrimonial pode ser uma prática ilícita, considerando os parâmetros legais atuais.",['desenvolvimento sustentável']
860,Compras sustentáveis e a nova lei de licitações,"Este curso tratará dos principais conceitos e da fundamentação para a promoção da sustentabilidade no setor público. Você conhecerá o processo de planejamento para uma contratação pública sustentável, compreenderá os principais requisitos da sustentabilidade para realização de compras sustentáveis pela administração pública e a aplicabilidade da nova lei de licitações nesse contexto. Inscreva-se.","['gestão de projetos', 'gestão pública', 'desenvolvimento sustentável', 'governança ambiental', 'políticas públicas']"
857,Gestão e preservação de documentos digitais,"Neste curso você aprenderá a identificar e distinguir a autenticação e autenticidade de documentos de arquivos digitais e também a controlar o seu ciclo de vida, de forma a compreender os principais conceitos inerentes ao processo de gestão e as estratégias de preservação de documentos arquivísticos digitais, e os aspectos gerais sobre o Repositório Digital Arquivístico Confiável (RDC-ARQ) e as suas normas de certificação.",[]
858,Elaboração de instrumentos de gestão de documentos arquivísticos relativos às atividades-fim,Neste curso você irá conhecer os conceitos básicos e os instrumentos de gestão para a classificação e avaliação de documentos de arquivos e compreenderá como se elabora o seu Código de Classificação e a Tabela de Temporalidade e Destinação de documentos relativos às atividades-fim.,"['análise de dados', 'metodologias ativas', 'design instrucional']"
862,Noções sobre cooperativismo,"O curso busca apresentá-lo ao cooperativismo, fazendo uma jornada por sua história, por seus valores e princípios – tão importantes para sua sustentação ao longo dos anos – bem como entenderá a organização e a estruturação do cooperativismo no mundo e no Brasil, com uma pequena introdução ao ramo crédito.",[]
859,Uso responsável das TICs,"A tecnologia se apresenta como uma peça fundamental para que as pessoas possam suprir suas necessidades de contatos com outras, tanto no âmbito pessoal quanto no profissional. Essa possibilidade ameniza os efeitos negativos do distanciamento social e seus respectivos impactos na economia.",[]
861,Inteligência Artificial para simplificar o dia a dia,"Os sistemas de inteligência artificial já são uma realidade na concepção de tarefas criativas e inovadoras. Neste curso, você irá conhecer os modelos de geração de texto, como o GPT-3, e de geração de imagem, como o DALL-E2 e compreender sobre as possibilidades de co-criação de instrumentos de inteligência artificial para a simplificação de tarefas do dia a dia, com eficiência, e para o aumento da produtividade.","['inovação', 'inteligência artificial', 'criatividade']"
476,Planejamento Sucessório e Tributário aplicado à Receita Federal,Você conhece quais são os instrumentos do direito sucessório? É sobre isso que conversaremos neste curso: o testamento; os instrumentos do direito sucessório; a partilha em vida e usufruto; os tipos societários da holding; as características e funções da Holding Familiar; a definição e a finalidade de planejamento patrimonial; a teoria da empresa e estruturação da empresa familiar; os procedimentos da sucessão na administração societária; e a tributação sucessória.,[]
467,Criatividade e Inovação Aplicada ao Serviço Público,"Você sabe como inovar no ambiente de trabalho? Neste curso, você conhecerá as principais ferramentas e métodos para o desenvolvimento da inovação e para estimular o seu pensamento criativo, na busca pela melhoria dos processos, resultados e pela qualidade na prestação do serviço público. Quer conhecer mais sobre o tema e atualizar seus conhecimentos, faça sua inscrição no curso!","['inovação', 'criatividade']"
468,Gestão do Tempo e Produtividade,"Você sabe para onde está indo? Como você pode fazer para escolher o melhor caminho? Neste curso, você empreenderá uma jornada de autoconhecimento e conhecerá processos e métodos produtivos para o aperfeiçoamento de suas competências individuais e coletivas relacionadas ao aumento da produtividade e à eficiência no gerenciamento do tempo.","['gestão de processos', 'metodologias ativas', 'gestão do tempo']"
535,Gerenciamento de serviços de TIC focado na Administração Pública,"A tecnologia se encontra em todos os contextos e por isso surge a necessidade de novos conhecimentos dos recursos tecnológicos como um todo, especialmente na administração pública. Você conhece o gerenciamento de serviços de TI? Se inscreva e venha conhecer a Integração das dimensões para o gerenciamento de serviços, que vai além de informações tecnológicas e é muito importante para o gerenciamento de sistema de valor, cadeia de valor, governança e melhoria contínua.","['inovação', 'governo digital']"
668,Auditoria de Gestão Documental: prepare-se para ser auditado,"Você sabia que auditoria não significa apenas investigar casos judiciais ou balancear contas apontando discrepâncias entre passivos e ativos? A auditoria também auxilia a alcançar os objetivos de uma instituição! Se você quer entender melhor a importância de uma auditoria, prepare-se com este curso.",[]
531,Elaboração e monitoramento do PDTIC,"Você conhece o que é um Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC)? Sabia que seu desenvolvimento é fundamental para a Administração Pública? Venha conhecer o processo de desenvolvimento, acompanhamento, monitoramento e avaliação de um PDTIC, que é instrumento de extrema importância para os desafios da gestão em todas as organizações existentes. Se inscreva agora e não perca essa oportunidade.","['gestão de projetos', 'gestão de processos', 'gestão pública', 'administração pública', 'gestão de serviços públicos']"
479,Representação Fiscal para Fins Penais no âmbito da Receita Federal,"Você sabe o que é Representação Fiscal para Fins Penais (RFFP) no âmbito da Receita Federal? Este curso vai demonstrar instrumentos e procedimentos que são aplicados pela Fazenda e o Ministério Público (MP) acerca da constituição definitiva de um crédito tributário, bem como na existência de indícios de crime. Se inscreva e venha conhecer a legislação e suas especificidades para a melhoria dos procedimentos em seu ambiente de trabalho ligados à fiscalização aduaneira.","['orçamento público', 'finanças públicas']"
489,Cidades Inteligentes,"Cidades Inteligentes resultam da ampla utilização das Tecnologias da Informação e Comunicação (TICs) na infraestrutura urbana e também de uma nova reestruturação na gestão das cidades. Neste curso, você acessará referências para conhecer, a partir de uma perspectiva crítica, a aplicação de projetos de Cidades Inteligentes e desenvolver iniciativas que visem à inovação e uso de tecnologias na sua cidade.","['governo digital', 'gestão de cidades inteligentes']"
483,Avaliação estratégica de governo,"Para atender às demandas da sociedade, o governo atua com políticas públicas e, a fim verificar a efetividade dessas políticas, deve realizar a avaliação delas. Existem algumas estratégias, ferramentas e instrumentos que os gestores dispõem para avaliar e prestar contas das políticas públicas. Que tal realizar este curso e conhecer como se dá essa avaliação para uma gestão transparente?","['gestão pública', 'administração pública', 'orçamento público', 'ética no serviço público', 'governo digital', 'auditoria governamental', 'políticas públicas', 'atendimento ao cidadão', 'gestão de serviços públicos', 'accountability pública']"
484,Prestação de contas e qualidade da gestão fiscal do município,"A qualidade na execução orçamentária e financeira dos municípios é ponto determinante para uma boa prestação de contas anuais da prefeitura. Neste curso, você irá conhecer os instrumentos de prestação de contas, compreender a importância dos controles orçamentários e financeiros e como otimizar processos visando à qualidade na gestão fiscal do município.","['gestão pública', 'finanças públicas', 'auditoria governamental', 'gestão de cidades inteligentes']"
486,Nova lei de licitações: Visão Geral,"Com o advento da Nova Lei de Licitações (Lei nº 14.133/2021), os órgãos e entidades da administração pública, bem como diversas empresas terão que promover mudanças nas suas formas de contratação. Neste curso, você conhecerá os objetivos, princípios, abrangência e a aplicabilidade dessa legislação, bem como as respectivas regras de transição para a sua implementação. Atualizado conforme NLCC (lei 14.133).","['administração pública', 'direito administrativo', 'licitações e contratos', 'auditoria governamental', 'políticas públicas']"
492,Novo marco regulatório do saneamento básico,"O Saneamento Básico é um conjunto de serviços públicos, infraestruturas e instalações operacionais para o abastecimento de água potável, esgotamento sanitário, limpeza urbana, manejo de resíduos sólidos, drenagem e manejo de águas pluviais urbanas. Neste curso, você reconhecerá a importância da gestão de saneamento básico, identificará seu histórico, suas características e as formas para gerenciar e ampliar seus serviços, considerando as políticas vigentes e o seu atual modelo de sustentabilidade econômico-financeira.","['gestão pública', 'administração pública', 'governança ambiental', 'gestão de cidades inteligentes', 'gestão de serviços públicos']"
496,Gestão estratégica e execução do plano de governo no dia a dia,"A crescente demanda da sociedade por melhores serviços gera a necessidade de aprimorar a gestão no setor público. Considerando que a maioria dos diagnósticos realizados sobre a atuação governamental aponta a gestão como o principal foco para o enfretamento de problemas, neste curso, você conhecerá e poderá utilizar a gestão estratégica de projetos e programas para viabilização de planos de governo.","['gestão pública', 'administração pública', 'políticas públicas', 'gestão de serviços públicos']"
855,Noções Básicas de Gerenciamento em Serviços Arquivísticos,"Neste curso, você irá aprender sobre o planejamento das ações relativas à gestão, acesso e preservação de documentos arquivísticos públicos e quais os passos necessários para implantá-las em sua instituição.",['auditoria governamental']
475,Planejamento e Organização Pessoal no Trabalho,"Este curso foi criado para apresentar ferramentas, reflexões e práticas relacionadas ao planejamento e organização pessoal no trabalho. Ele é importante, pois ajudará a trazer mais segurança, bem-estar e facilitem a comunicação, tais como bom uso de correio eletrônico, de agendas de trabalho, de visão gerencial e analítica de tarefas. Venha conhecer o que é planejamento, o porquê de se planejar e as vantagens do planejamento pessoal e no trabalho.","['gestão de projetos', 'gestão de processos', 'metodologias ativas', 'design instrucional', 'formação continuada']"
482,Sistema de Controle Interno da Administração e Procuradoria Municipal,"É possível evitar a judicialização de conflitos e orientar os gestores públicos na tomada de decisões seguras? De que forma a Procuradoria pode conferir maior segurança jurídica às ações do prefeito? O controle interno, previsto na Constituição Federal, é fundamental para uma gestão pública transparente e eficaz. Que tal realizar este curso e conhecer os principais conceitos, a evolução histórica, os princípios e finalidades do sistema de controle interno?","['gestão pública', 'administração pública', 'ética no serviço público', 'direito administrativo', 'controle interno', 'auditoria governamental', 'políticas públicas', 'gestão de cidades inteligentes', 'gestão de serviços públicos', 'accountability pública']"
497,Gestão Municipal de Contratos Administrativos,"Neste curso você vai conhecer os tipos, as características, as principais cláusulas e os princípios que orientam a gestão dos contratos administrativos municipais. Além disso, o curso apresenta os agentes envolvidos na gestão e fiscalização desses contratos e suas responsabilidades. Faça sua inscrição!","['direito administrativo', 'licitações e contratos']"
533,Blockchain aplicada a resolução de problemas na Administração Pública,"Imagine o espaço do seu computador, desde os arquivos até programas mais complexos, em conexão com milhares de computadores ao redor do mundo, todos pensando como um, em consenso. É dessa maneira que as tecnologias blockchain trabalham, como uma rede interconectada com o objetivo de trazer possibilidades novas para resolver problemas. Acesse o curso e conheça mais sobre como essa tecnologia funciona!",['blockchain']
760,Reconhecimento de Riscos Químicos nos Ambientes de Trabalho,"Neste curso, você irá conhecer os conceitos de química básica e compreender a importância da aplicação de características físico-químicas no reconhecimento e na gestão de riscos químicos, considerando os diversos níveis de complexidades das atividades desenvolvidas nos ambientes de trabalho.",[]
854,"Misturas Asfálticas - Conceituação, Materiais e Dosagem","Este curso apresenta os conceitos e as principais informações relacionados às misturas asfálticas. Aprenda mais sobre as especificações, os tipos de ligantes e de revestimentos asfálticos existentes e conheça também os métodos aplicados à dosagem dessas misturas. Inscreva-se!",[]
488,Comunicação Pública e Comunicação de Governo,"Neste curso, você irá conhecer o conceito de comunicação pública e suas especificidades e compreenderá como estruturar um departamento de comunicação para lidar com as particularidades desse setor. Além disso, identificará o impacto das mídias digitais e das fake news na gestão pública e os elementos essenciais para articular um adequado planejamento da comunicação. Saiba mais!",[]
845,Gestão Compartilhada no Projeto Orla,"Nas zonas costeiras estão presentes ambientes terrestres e marinhos aos quais são dados usos e atividades distintas. Neste curso, você conhecerá o seu potencial, possíveis conflitos e os instrumentos que auxiliam na sua gestão, no âmbito do Plano de Gestão Integrada da Orla, e entenderá todos os passos e responsabilidades para atuar efetivamente no seu uso saudável e sustentável.",[]
633,Unidades de Conservação Federais: serviços de apoio à visitação e autorização de eventos,"Neste curso, você vai aprender as diferenças entre atividades de visitação e serviços de apoio a visitação, ter acesso à legislação que apoia cada uma dessas atividades, além de ver, na prática, como são feitas e aprovadas as solicitações de autorizações nos sistemas governamentais. Entenda como a nossa biodiversidade pode ser preservada nesse contexto. Inscreva-se!",[]
841,Agenda 2030 para o desenvolvimento sustentável: desafios para a implementação,"Você sabia que a Agenda 2030 é um compromisso firmado por 193 países, com 17 Objetivos de Desenvolvimento Sustentável (ODS) e 169 metas a serem atingidos até o ano de 2030? Este curso apresenta os principais conceitos, os objetivos e metas definidos, os desafios para implementação e as principais ações do STJ que colaboram com essa agenda. Quer saber mais? Inscreva-se!","['gestão de projetos', 'planejamento estratégico', 'desenvolvimento sustentável', 'agenda 2030']"
688,Liderando para o Desenvolvimento - Novos Prefeitos,"“Líder” é a pessoa responsável por coordenar equipes, organizar atividades e motivar os liderados. O tema central deste curso é o enfrentamento das demandas municipais para que a gestão seja assertiva, dialógica eficaz e para que o trabalho seja executado da melhor forma possível. Aprenda mais sobre estes e outros assuntos nesta capacitação. Faça já sua inscrição no curso e venha ser EV.G!","['gestão de projetos', 'gestão de processos', 'gestão de pessoas', 'gestão pública', 'administração pública', 'liderança', 'comunicação assertiva', 'gestão de equipes', 'auditoria governamental', 'metodologias ativas', 'formação continuada', 'organização pessoal', 'atendimento ao cidadão', 'accountability pública']"
491,LGPD: Como coordenar a atuação do município para a governança de dados aplicada,"A LGPD é a primeira lei brasileira dedicada à regulação do tratamento de dados pessoais em todo o território nacional. Neste curso, além da sua importância, você irá compreender como o Município deve coordenar sua atuação para o cumprimento das etapas necessárias para a sua implementação e para que haja uma governança de dados aplicada. Além disso, conhecerá algumas iniciativas brasileiras de referência nessa área!",[]
461,Documentos fiscais aplicados à vigilância e repressão de ações da Receita Federal,"Você conhece os documentos fiscais aplicados à Vigilância e Repressão da Receita Federal do Brasil? Este curso apresenta as noções gerais referentes aos diversos documentos fiscais, sobretudo aqueles que integram o Sistema Público de Escrituração Digital (SPED). Saiba mais, faça sua inscrição!",[]
842,GIRD+10: Gestão Integrada de Riscos e Desastres,"Conheça os novos paradigmas relacionados à Gestão Integrada de Riscos e Desastres no Brasil, suas estratégias e as ferramentas que apoiam as ações de redução de riscos e de ocorrências de desastres e subsidiam o Sistema Nacional de Proteção e Defesa Civil, a partir das diretrizes da Política Nacional de Proteção e Defesa Civil - PNPDEC (Lei n° 12.608/2012)",['gestão de riscos']
779,Integração e Interoperabilidade BIM,"Neste curso, você conhecerá as principais tecnologias e o padrão de codificações que contribuem para a integração e interoperabilidade no uso da Modelagem da Informação da Construção ( Building Information Modeling - BIM). Além disso, são apresentados os principais templates e softwares aplicados ao BIM. Quer saber mais? Faça sua inscrição.",['metodologias ativas']
836,Assédio Moral: O que saber e fazer,"Conhecer e refletir sobre o Assédio Moral no trabalho é uma das medidas que podem proteger a organização desse mal que tanto prejudica as relações de trabalho. Neste curso, você irá refletir sobre este tema, estabelecer paralelos com a realidade que você vivencia e refletir se algo na sua conduta profissional ou no seu ambiente de trabalho precisa ser revisto.",[]
463,Comunicação não violenta,O que você entende por Comunicação Não Violenta (CNV)? Quer conhecer sobre este assunto? Este curso apresenta os principais conceitos e pilares para a realização de uma comunicação mais assertiva e empática. Há dicas importantes para o aperfeiçoamento pessoal que você não pode deixar de conhecer. Faça sua inscrição e saiba mais!,['comunicação assertiva']
795,"Arquivos Permanentes: recolhimento, processamento técnico, preservação e acesso","Neste curso, você vai encontrar as principais orientações e procedimentos para o recolhimento de acervos para os arquivos permanentes e as informações sobre o tratamento técnico aplicado à documentação arquivística, como também conhecerá as ações fundamentais para a conservação preventiva de acervos. Quer conhecer mais sobre esse assunto? Faça sua inscrição.",['metodologias ativas']
644,Termo de Compromisso: Prestação de Contas,"Um instrumento passa por etapas como: abertura, cadastramento, plano de trabalho, celebração, execução, e por fim, a prestação de contas. Entender a etapa final do ciclo de vida de um instrumento no Transferegov.br é fundamental! Aqui você vai aprender tanto a preparação para a prestação de contas como o seu registro (seja o caso do recebedor) e a sua análise (seja o caso do repassador). Este curso vai lhe proporcionar dicas valiosas para que você possa realizar as prestações de contas com tranquilidade e segurança.","['metodologias ativas', 'formação continuada']"
435,Estratégias de Logística na Administração Pública,"Em um cenário em que o bom gerenciamento dos recursos públicos se faz cada vez mais importante, conhecer as estratégias de logísticas aplicadas ao contexto da administração pública se torna um diferencial para a consolidação de boas práticas no campo da Logística. Este curso foi desenvolvido para ajudar profissionais que atuam na gestão de materiais a atualizarem os procedimentos em almoxarifados, estoques, distribuição e patrimônio para a máxima utilização dos recursos.","['gestão de projetos', 'gestão de processos', 'gestão pública', 'administração pública', 'políticas públicas', 'gestão de serviços públicos']"
768,"Era Digital, Planejamento Estratégico e Inovação na Gestão Pública","Conhecer os impactos da transformação digital nas organizações é um caminho obrigatório para quem deseja estar atualizado! Neste curso você entenderá como esse processo vem se desdobrando ao longo do tempo e garantirá os conhecimentos necessários para colaborar com uma Gestão Pública eficiente, a partir da aplicação de princípios metodológicos inovadores no planejamento estratégico.","['planejamento estratégico', 'transformação digital']"
643,Termo de Compromisso: Execução,"Na fase de execução do instrumento, o proponente passa a ser qualificado como recebedor, pois o instrumento já foi celebrado, e agora ele está apto a receber recursos financeiros do órgão repassador para a execução da política pública. Neste curso você vai poder acompanhar as etapas para a execução do instrumento Termo de Compromisso, que vão desde a Preparação para Execução à inclusão de instrumentos aditivos e de ajustes dentro do Módulo de Transferências Discricionárias e Legais da Plataforma +Brasil.",[]
472,Mercado de Câmbio aplicado à Receita Federal,"Os mercados brasileiro e mundial passam por transformações muito rápidas, haja vista que o processo de globalização levou as empresas a explorar novos cenários e a realizar experiências além de suas fronteiras continentais. Nesse sentido, este curso apresenta os conceitos a respeito do mercado de câmbio, para que seja possível compreender como fatores do comércio internacional impactam no contexto nacional e quais são os aspectos operacionais, formas de pagamento e financiamento desse mercado.",[]
477,Português - Interpretação de Texto e Emprego de Regras Gramaticais,"Este curso traz, de forma simples, direta e sem complicações, as principais regras ortográficas da nossa língua e dicas importantes sobre interpretação de texto. Assim, você poderá se comunicar tanto por escrito quanto oralmente de forma objetiva, utilizando linguagem acessível, inteligível e adequada a cada contexto.",['design instrucional']
820,Comunicações Processuais,"Você conhece as regras gerais, os instrumentos e as formas de comunicação em processos correcionais? Neste curso você compreenderá como deve ocorrer a condução dos atos processuais e conhecerá as formas de comunicação aplicadas às comissões e aos demais partícipes desses processos. Esta ação integra o Programa de Capacitação para Corregedorias (CRG+).","['gestão de processos', 'comunicação assertiva', 'metodologias ativas']"
821,Comissões Processantes,"Você sabe quais são os requisitos para a composição de uma comissão processante? Neste curso você entenderá como essas comissões são formadas, conforme o tipo de processo correcional instaurado, e conhecerá as hipóteses de suspeição e de impedimento dos seus membros, além de outras informações importantes. Esta ação integra o Programa de Capacitação para Corregedorias (CRG+).",[]
819,Admissibilidade Correcional,A apuração de denúncias de irregularidades ocorridas no âmbito da Administração Pública constitui dever da autoridade competente e é exercida por intermédio de unidades correcionais e agentes públicos designados para compor comissões processantes. Neste curso você irá compreender a fase de admissibilidade de notícias de irregularidades e saber quais providências e procedimentos investigativos podem ser utilizados pelas unidades correcionais.,"['gestão pública', 'administração pública', 'accountability', 'direito administrativo', 'auditoria governamental', 'gestão de serviços públicos', 'accountability pública']"
769,Fotografia e Audiovisual para Produção de Janelas de Libras,"Como incluir janela de interpretação de LIBRAS em materiais audiovisuais? Essa e outras perguntas são respondidas neste curso, que vai lhe ensinar, de forma simples e objetiva, normas, conceitos e práticas relacionadas às técnicas de captação e produção de vídeos para aplicação de janelas de interpretação da Língua Brasileira de Sinais - LIBRAS.",[]
436,Estratégias de Metodologias Ativas,"Este curso apresenta apresenta os diferentes métodos e estratégias para a aplicação de metodologias ativas no ensino presencial e online. São abordados conteúdos relacionados ao processo de aprendizagem centrado no aluno, destacando as abordagens, modelos, teorias e os princípios pedagógicos. A partir dos conteúdo trabalhado e das experiências compartilhadas, busca-se colaborar com a formação dos profissionais da educação e estimular práticas que compactuam com uma educação transformadora. Faça sua inscrição!","['metodologias ativas', 'design instrucional']"
691,Gestão dos recursos da educação básica pública e o Novo Fundeb,Quais recursos disponíveis para investir em educação básica pública no Brasil? Conhece o financiamento da educação básica pública e o Fundeb? Este curso ajudará a esclarecer essas questões e a compreender melhor sobre o novo Fundeb. Faça sua inscrição!,['finanças públicas']
775,Assinatura Digital,O processo da transformação digital oportunizou no cenário atual a oferta de certificados e assinaturas digitais como soluções seguras e viáveis à realização de transações e de validação de documentos de forma segura e ágil. Este curso oferece conhecimento teórico e prático a respeito da aplicabilidade das assinaturas digitais e dos procedimentos para sua adoção. Quer saber mais? Inscreva-se.,[]
470,Legislação Básica aplicada à Vigilância e Repressão,"Você conhece a legislação básica aplicada à área de Vigilância e Repressão da Receita Federal do Brasil? Este curso apresenta as principais orientações legislativas e o aporte normativo que subsidiam as atividades de combate ao contrabando, ao descaminho e à sonegação fiscal realizadas pelo órgão. Saiba mais, faça sua inscrição!","['direito administrativo', 'políticas públicas']"
822,Enquadramento de Corpos Dágua,"O curso foca no conceito de enquadramento, que nada mais é do que uma ferramenta de planejamento, define metas de qualidade de água a serem alcançadas ou mantidas para que se possa ter os usos pretendidos dessa água. Neste curso, você verá que o enquadramento se aplica a qualquer corpo de água, não somente aos rios.",[]
500,Governo Aberto: Transparência e Dados Abertos,"Em 2011, o Brasil lançou, em conjunto com outros países e organizações da sociedade civil, a iniciativa multilateral internacional chamada Open Government Partnership (OGP), que significa Parceria para Governo Aberto. Você já conhece o conceito de governo aberto e as medidas que estão sendo implementadas para conferir transparência na gestão pública? Que tal conhecer essa iniciativa e refletir sobre como ela pode contribuir para uma gestão pública mais transparente? Faça sua inscrição neste curso.",['administração pública']
466,Fotografia Institucional,"Que tal realizar este curso e adquirir os conhecimentos necessários para a produção de imagens fotográficas mais aperfeiçoadas? Todas as imagens das instituições que são veiculadas na mídia e nas redes sociais, quando aprimoradas, resultam na transmissão de credibilidade e profissionalismo que valorizam essas organizações. Inscreva-se.",[]
817,Propósito e Qualidade de vida: Descobertas para o Desenvolvimento Pessoal,Você sabia que as pessoas de maior influência são aquelas que se concentraram numa direção e propósitos definidos? Que tal fazer parte deste rol e mergulhar mais fundo na compreensão deste e de outros assuntos tão instigantes e essenciais sobre a existência humana? Convidamos você a se inscrever agora no Curso Propósito e Qualidade de vida: descobertas para o desenvolvimento pessoal. Venha ser EV.G!,[]
536,Governança de Dados na Transformação Digital,"A Governança de Dados (GD) se refere à preocupação com a melhor organização e integração dos dados e metadados das organizações, tornando-os aderentes às necessidades do negócio, legíveis e disponíveis a quem realmente precisa ter o acesso. Quer ficar por dentro destas e de outras informações sobre GD? Faça já sua inscrição neste curso e venha fazer parte da EV.G!","['gestão pública', 'administração pública', 'direito administrativo', 'auditoria governamental', 'gestão de serviços públicos']"
537,UX: Como Melhorar a Experiência do Usuário no Serviço Público Digital,"Hoje, inúmeros serviços são acessados pelos meios digitais, e é necessário unificar esses recursos. Você conhece o papel do design centrado no usuário? Sabia que é possível otimizar as interações entre pessoas e computadores? Inscreva-se e venha conhecer a Experiência do Usuário e sua aplicabilidade, que vai além das interfaces digitais e serve para todos os tipos de serviços, produtos e máquinas. Vamos lá?",['satisfação do usuário']
473,Conformidade Cooperativa Fiscal na Receita Federal,"Quer aprofundar o conhecimento sobre diversos aspectos a respeito da Conformidade Cooperativa Fiscal? O curso visa mostrar a relevância das ações neste tema adotadas por várias Administrações Tributárias pelo mundo e em como a Receita Federal está se inspirando nas melhores práticas internacionais no desenho do programa CONFIA. É um tema atual e essencial para promover a mudança de paradigma no relacionamento entre o Estado e o cidadão, de um modelo de comando e controle para um modelo de boa governança e cooperação.","['gestão pública', 'administração pública', 'auditoria governamental', 'políticas públicas']"
